"fem_bez" "fem_knjazhna" "fem_mimochka" "fem_semeinye" "fem_zhena" "musc_kreytserova" "musc_polunoshchniki" "musc_slepoy" "musc_step" "musc_zoloto"
"долинскій" 0 0.0895744631348735 0 0 0 0 0 0 0 0
"доме" 0 0 0.0121628607048378 0.0496219971394378 0.048534265191225 0.0117753267653177 0.0482425913163336 0.0161698916617259 0.0176112148215984 0.0281576337793666
"зачѣмъ" 0.0296039897069205 0.0593285405179033 0 0 0 0 0 0 0 0
"ноги" 0.0136633798647325 0.00348991414811196 0 0.00291894100820222 0.009706853038245 0.0117753267653177 0.00689179875947622 0.0161698916617259 0.0563558874291149 0.0404000832486564
"отец" 0 0.00116330471603732 0.0212850062334661 0.0204325870574156 0.03882741215298 0.0117753267653177 0.0206753962784287 0.0269498194362098 0.0563558874291149 0.0281576337793666
"пять" 0.00683168993236627 0.029082617900933 0.0212850062334661 0.00291894100820222 0.029120559114735 0.0235506535306355 0.0103376981392143 0.00269498194362098 0.0281779437145574 0.0208121640977927
"сердца" 0.0387129096167422 0.0139596565924478 0.0182442910572567 0.0204325870574156 0.009706853038245 0 0.00344589937973811 0.0350347652670727 0.00352224296431968 0.00244848989385796
"степан" 0 0 0 0 0 0 0 0 0 0.0942668609135316
"те" 0 0 0.00608143035241889 0.0116757640328089 0.029120559114735 0.0471013070612709 0.0482425913163336 0.0350347652670727 0.0352224296431968 0.0232606539916506
"тетушка" 0 0.0570019310858286 0 0.0817303482296623 0 0 0 0 0 0
"тех" 0 0 0.0152035758810472 0.0321083510902245 0.048534265191225 0.0902775052007693 0.0241212956581668 0.0269498194362098 0.0281779437145574 0.00979395957543185
"христофор" 0 0 0 0 0 0 0 0 0.271212708252615 0
"ваше" 0.00910891990982169 0.0372257509131942 0 0.00291894100820222 0.009706853038245 0 0.0206753962784287 0.00269498194362098 0.0176112148215984 0.0269333888324376
"глядя" 0.00910891990982169 0.0104697424443359 0.027366436585885 0.0175136460492133 0 0.0353259802959532 0 0.0134749097181049 0.0528336444647952 0.0183636742039347
"месте" 0 0 0.00912214552862833 0.0116757640328089 0.009706853038245 0.0157004356870903 0.0241212956581668 0.0512046569287986 0.0211334577859181 0.0391758383017274
"пошел" 0 0 0.00304071517620944 0.0116757640328089 0.009706853038245 0.0353259802959532 0.031013094417643 0.0134749097181049 0.0422669155718361 0.0428485731425144
"самый" 0.0227722997745542 0.00465321886414928 0.00304071517620944 0.0175136460492133 0.01941370607649 0.0117753267653177 0.0344589937973811 0.0107799277744839 0.0140889718572787 0.0269333888324376
"скажу" 0.0102475348985494 0.0372257509131942 0.0121628607048378 0.0116757640328089 0.01941370607649 0.00392510892177258 0.0137835975189524 0.0107799277744839 0.00352224296431968 0.0183636742039347
"будешь" 0.0136633798647325 0.0244293990367837 0.00912214552862833 0.00875682302460667 0.009706853038245 0.0117753267653177 0.0103376981392143 0.00808494583086293 0.0317001866788771 0.0208121640977927
"года" 0.0113861498872771 0.0325725320490449 0.0182442910572567 0.0145947050410111 0.05824111822947 0.0117753267653177 0.00689179875947622 0.00269498194362098 0.0140889718572787 0.0122424494692898
"думать" 0.0204950697970988 0.0162862660245225 0.0182442910572567 0.0204325870574156 0.01941370607649 0.0274757624524081 0.0206753962784287 0.00269498194362098 0.0281779437145574 0.00734546968157389
"ежели" 0 0 0 0 0 0 0.00344589937973811 0 0.0457891585361558 0.0746789417626679
"жену" 0.00910891990982169 0.00697982829622391 0.00608143035241889 0.0379462331066289 0.03882741215298 0.0392510892177258 0.0137835975189524 0.00269498194362098 0 0.0330546135670825
"лидия" 0 0 0 0.218920575615167 0 0 0 0 0 0
"никому" 0.0273267597294651 0.00814313301226123 0.00912214552862833 0.00583788201640445 0.01941370607649 0.00785021784354516 0.0447966919365955 0.00538996388724196 0.00704448592863936 0.0220364090447217
"пора" 0.0102475348985494 0.0302459226169703 0.0212850062334661 0.02627046907382 0.01941370607649 0.0157004356870903 0 0.00269498194362098 0.0176112148215984 0.0146909393631478
"романыч" 0 0 0 0 0 0 0 0 0 0.0918183710196736
"сестры" 0.00341584496618313 0.0488587980735674 0.0243257214096756 0.0116757640328089 0.048534265191225 0.00785021784354516 0.00689179875947622 0.0134749097181049 0.00352224296431968 0.00367273484078694
"сильно" 0.0125247648760048 0.00465321886414928 0.0121628607048378 0.05254093814764 0.048534265191225 0 0.00689179875947622 0.0377297472106937 0.0352224296431968 0.00856971462850287
"спокойно" 0.0102475348985494 0.0279193131848957 0.00912214552862833 0.0204325870574156 0.029120559114735 0.0274757624524081 0.00689179875947622 0.0269498194362098 0.00352224296431968 0.0110182045223608
"стали" 0.00910891990982169 0.0104697424443359 0.0121628607048378 0.0291894100820222 0.03882741215298 0.0235506535306355 0.031013094417643 0.0188648736053468 0.0422669155718361 0.00734546968157389
"этимъ" 0.0626238243800241 0.0232660943207464 0 0 0 0 0 0 0 0
"андрон" 0 0 0 0 0 0 0 0 0 0.0905941260727446
"затем" 0 0 0.027366436585885 0 0 0.0117753267653177 0.00689179875947622 0.0700695305341454 0.0246557007502378 0.0330546135670825
"которыя" 0.0637624393687519 0.0209394848886717 0 0 0 0 0 0 0 0
"начал" 0 0 0.00608143035241889 0.0291894100820222 0 0.074577069513679 0.0482425913163336 0.0107799277744839 0.0246557007502378 0.0220364090447217
"сдѣлать" 0.043267369571653 0.0418789697773435 0 0 0 0 0 0 0 0
"вечера" 0.00910891990982169 0.0314092273330076 0.0212850062334661 0.0145947050410111 0.03882741215298 0.0157004356870903 0 0.0296448013798308 0.00352224296431968 0.00734546968157389
"голос" 0 0 0.0152035758810472 0.0204325870574156 0.029120559114735 0.0431761981394984 0.0103376981392143 0.0619845847032825 0.0352224296431968 0.0134666944162188
"две" 0 0 0.027366436585885 0.0321083510902245 0.048534265191225 0.0117753267653177 0.031013094417643 0.0188648736053468 0.0176112148215984 0.0293818787262956
"мной" 0.0102475348985494 0.0151229613084851 0 0.0204325870574156 0 0.0549515249048161 0.0275671950379049 0.00808494583086293 0.00704448592863936 0.0208121640977927
"мною" 0.0102475348985494 0.0442055792094181 0.00912214552862833 0.00291894100820222 0.01941370607649 0.0235506535306355 0.0447966919365955 0.00269498194362098 0 0
"своемъ" 0.0387129096167422 0.0453688839254554 0 0 0 0 0 0 0 0
"слишкомъ" 0.0421287545829253 0.0418789697773435 0 0 0 0 0 0 0 0
"спать" 0.00797030492109398 0.0244293990367837 0.0395292972907228 0.00875682302460667 0.029120559114735 0.0235506535306355 0.00689179875947622 0 0.0422669155718361 0.00734546968157389
"стоит" 0 0 0.05473287317177 0.00291894100820222 0.01941370607649 0.0196255446088629 0.062026188835286 0.0107799277744839 0.0281779437145574 0.0208121640977927
"тяжело" 0.0273267597294651 0.00348991414811196 0.00608143035241889 0.0379462331066289 0.009706853038245 0.0314008713741806 0.00689179875947622 0.00269498194362098 0.0211334577859181 0.0159151843100768
"чувство" 0.0193564548083711 0.00581652358018659 0.00304071517620944 0.0175136460492133 0.009706853038245 0.0431761981394984 0 0.0619845847032825 0.00352224296431968 0.00979395957543185
"видел" 0 0 0.00608143035241889 0.00291894100820222 0.009706853038245 0.0628017427483613 0.00689179875947622 0.0431197110979356 0.0634003733577542 0.0195879191508637
"дѣлать" 0.0375742946280145 0.0453688839254554 0 0 0 0 0 0 0 0
"евстратыч" 0 0 0 0 0 0 0 0 0 0.0881456361788867
"мимо" 0.015940609842188 0.00232660943207464 0.0395292972907228 0.0116757640328089 0.01941370607649 0.0196255446088629 0.00344589937973811 0.0269498194362098 0.0352224296431968 0.0134666944162188
"москву" 0 0.0558386263697913 0 0.0437841151230334 0.048534265191225 0.0117753267653177 0 0 0.00352224296431968 0
"письма" 0.0193564548083711 0.0395523603452688 0.00912214552862833 0.0291894100820222 0.029120559114735 0.00785021784354516 0.0103376981392143 0 0 0
"проговорил" 0 0 0 0.0145947050410111 0.01941370607649 0.00785021784354516 0 0.00269498194362098 0.0176112148215984 0.0697819619749519
"заметил" 0 0 0 0.02627046907382 0 0.0117753267653177 0.0103376981392143 0.0107799277744839 0.0352224296431968 0.0514182877710172
"котораго" 0.0569307494363856 0.0244293990367837 0 0 0 0 0 0 0 0
"плакала" 0.0170792248309157 0.0267560084688583 0.0304071517620944 0.02627046907382 0.009706853038245 0 0 0.0161698916617259 0 0.00856971462850287
"прибавила" 0.0102475348985494 0.0395523603452688 0.00304071517620944 0.0612977611722467 0.009706853038245 0 0.00344589937973811 0.00538996388724196 0 0.00244848989385796
"рядом" 0 0 0.0364885821145133 0 0.01941370607649 0.0314008713741806 0.0103376981392143 0.0458146930415566 0.0493114015004755 0.0183636742039347
"счастье" 0.0148019948534603 0.00116330471603732 0.0182442910572567 0.0350272920984267 0.05824111822947 0.0157004356870903 0.0206753962784287 0.0161698916617259 0.00704448592863936 0.0183636742039347
"тарас" 0 0 0 0 0 0 0 0 0 0.0869213912319577
"меньше" 0.0170792248309157 0.0186128754565971 0 0.00583788201640445 0 0.0274757624524081 0.0137835975189524 0.00269498194362098 0.0281779437145574 0.0208121640977927
"разговор" 0 0 0.0243257214096756 0.0583788201640445 0 0.0392510892177258 0.00689179875947622 0.0188648736053468 0.010566728892959 0.0244848989385796
"среди" 0.0227722997745542 0 0.0182442910572567 0 0.009706853038245 0.00392510892177258 0 0.0835444402522503 0.0211334577859181 0.00612122473464491
"тотъ" 0.0637624393687519 0.0162862660245225 0 0 0 0 0 0 0 0
"тутъ" 0.0455445995491085 0.0348991414811196 0 0 0 0 0 0 0 0
"взяла" 0.0102475348985494 0.0418789697773435 0.00304071517620944 0.0204325870574156 0.009706853038245 0.00392510892177258 0.0241212956581668 0.00269498194362098 0.00352224296431968 0.00612122473464491
"выражение" 0 0 0.00912214552862833 0.0204325870574156 0.009706853038245 0.0549515249048161 0 0.0916293860831132 0.0352224296431968 0
"деле" 0 0 0.0212850062334661 0.0583788201640445 0.009706853038245 0.00392510892177258 0.0137835975189524 0.0107799277744839 0.00704448592863936 0.0367273484078694
"ивановича" 0.00113861498872771 0 0.0729771642290267 0.110919758311685 0 0 0.0206753962784287 0 0 0
"какого" 0.0136633798647325 0.00697982829622391 0.0304071517620944 0.0145947050410111 0.048534265191225 0.0117753267653177 0.0275671950379049 0.0134749097181049 0.010566728892959 0.0146909393631478
"милая" 0.00227722997745542 0.054675321653754 0.00608143035241889 0.0204325870574156 0.01941370607649 0 0.0172294968986906 0.00538996388724196 0 0.00244848989385796
"самом" 0 0 0.027366436585885 0.05254093814764 0.01941370607649 0.0117753267653177 0.031013094417643 0.0134749097181049 0.0140889718572787 0.0232606539916506
"серьезно" 0.0182178398196434 0.0232660943207464 0.0121628607048378 0.0175136460492133 0.048534265191225 0.00392510892177258 0 0.0161698916617259 0.00704448592863936 0.0110182045223608
"солнце" 0.00227722997745542 0.00465321886414928 0.0486514428193511 0.00875682302460667 0.029120559114735 0.00392510892177258 0 0.0538996388724196 0.0634003733577542 0.00244848989385796
"a" 0 0 0.197646486453614 0.00291894100820222 0.01941370607649 0 0 0 0 0.00122424494692898
"борисович" 0 0 0 0.198487988557751 0 0 0 0 0 0
"дитя" 0.00797030492109398 0.0383890556292315 0.00608143035241889 0.0496219971394378 0 0 0.0172294968986906 0.00808494583086293 0 0.00122424494692898
"дороге" 0 0 0.0456107276431417 0.00583788201640445 0.009706853038245 0.0117753267653177 0 0.0215598555489678 0.0634003733577542 0.0257091438855086
"другъ" 0.0478218295265639 0.0302459226169703 0 0 0 0 0 0 0 0
"ж" 0 0 0.05473287317177 0.0408651741148311 0 0.0314008713741806 0.0379048931771192 0.0107799277744839 0.0457891585361558 0
"золота" 0 0 0.00304071517620944 0 0 0 0.00344589937973811 0 0 0.0808001664973128
"осталась" 0.00683168993236627 0.0302459226169703 0.00912214552862833 0.02627046907382 0.01941370607649 0 0.0103376981392143 0.0161698916617259 0.010566728892959 0.0122424494692898
"отвечает" 0 0 0.0152035758810472 0.0116757640328089 0 0.00392510892177258 0.192970365265334 0.00269498194362098 0 0.00122424494692898
"первое" 0.0125247648760048 0.00697982829622391 0.00304071517620944 0.00291894100820222 0.03882741215298 0.0549515249048161 0.0172294968986906 0.0107799277744839 0 0.0269333888324376
"поняла" 0.0170792248309157 0.0232660943207464 0 0.0233515280656178 0 0.0157004356870903 0.031013094417643 0.0107799277744839 0 0.00979395957543185
"ради" 0.0387129096167422 0.0151229613084851 0 0.0291894100820222 0.029120559114735 0.00392510892177258 0 0.00269498194362098 0.010566728892959 0.00367273484078694
"слишком" 0 0 0.05473287317177 0.0291894100820222 0.087361677344205 0.0274757624524081 0.00344589937973811 0.0431197110979356 0 0.00856971462850287
"фотьянку" 0 0 0 0 0 0 0 0 0 0.0832486563911707
"вероятно" 0 0 0.0243257214096756 0.0233515280656178 0.029120559114735 0.0314008713741806 0.00344589937973811 0.0188648736053468 0.102145045965271 0.00367273484078694
"говорят" 0 0 0.0456107276431417 0.0145947050410111 0.009706853038245 0.0549515249048161 0.0482425913163336 0.0134749097181049 0.010566728892959 0.0122424494692898
"голова" 0.0125247648760048 0.00581652358018659 0.00304071517620944 0.0233515280656178 0.01941370607649 0 0 0.0134749097181049 0.0246557007502378 0.0342788585140115
"знаетъ" 0.0546535194589302 0.0221027896047091 0 0 0 0 0 0 0 0
"напрасно" 0.0296039897069205 0.0139596565924478 0 0.0116757640328089 0 0.00392510892177258 0.00689179875947622 0.00808494583086293 0 0.0232606539916506
"народ" 0 0 0.00304071517620944 0 0 0 0.00344589937973811 0.0161698916617259 0.0211334577859181 0.064884982187236
"свете" 0 0 0.0152035758810472 0.05254093814764 0.029120559114735 0.0196255446088629 0.0241212956581668 0.0377297472106937 0.0211334577859181 0.0110182045223608
"старушка" 0 0.0395523603452688 0 0.0437841151230334 0 0.00392510892177258 0.0275671950379049 0.00538996388724196 0 0.00856971462850287
"верно" 0 0 0.0121628607048378 0.0291894100820222 0 0.0117753267653177 0.0206753962784287 0.0188648736053468 0.0528336444647952 0.0257091438855086
"всему" 0.0261881447407374 0.0174495707405598 0 0.00583788201640445 0.009706853038245 0 0.0206753962784287 0.0188648736053468 0.0246557007502378 0.00612122473464491
"вышел" 0 0 0.00304071517620944 0.0204325870574156 0.009706853038245 0.0392510892177258 0.0241212956581668 0.00538996388724196 0.0528336444647952 0.0281576337793666
"господи" 0.0148019948534603 0.0104697424443359 0.0121628607048378 0 0.009706853038245 0 0.0516884906960717 0.0107799277744839 0.0528336444647952 0.00612122473464491
"двери" 0.0239109147632819 0.0127963518764105 0.00912214552862833 0.0145947050410111 0.009706853038245 0.0157004356870903 0.0137835975189524 0.0161698916617259 0.0176112148215984 0.00734546968157389
"дети" 0 0 0.00912214552862833 0.0467030561312356 0 0.109903049809632 0.00689179875947622 0.0161698916617259 0.0176112148215984 0.00734546968157389
"другихъ" 0.0330198346731036 0.0430422744933808 0 0 0 0 0 0 0 0
"другую" 0.0136633798647325 0.0221027896047091 0.0152035758810472 0.0116757640328089 0 0.00392510892177258 0.0241212956581668 0.0161698916617259 0.0176112148215984 0.00856971462850287
"дядя" 0 0.0302459226169703 0.00304071517620944 0.00583788201640445 0 0 0.0241212956581668 0.0592896027596615 0.0246557007502378 0.00122424494692898
"иваныч" 0 0 0 0 0 0 0.0654720882150241 0 0.158500933394386 0.00244848989385796
"комнате" 0 0 0.0212850062334661 0.0612977611722467 0.048534265191225 0.00392510892177258 0.0379048931771192 0.0350347652670727 0.0176112148215984 0.00367273484078694
"которыхъ" 0.0421287545829253 0.0337358367650822 0 0 0 0 0 0 0 0
"нади" 0.075148589256029 0 0 0 0 0 0 0 0 0
"немъ" 0.051237674492747 0.0244293990367837 0 0 0 0 0 0 0 0
"слепой" 0 0 0 0.00583788201640445 0 0 0 0.167088880504501 0 0.00244848989385796
"строго" 0.015940609842188 0.0162862660245225 0.0182442910572567 0.0145947050410111 0.048534265191225 0.0157004356870903 0.00344589937973811 0.00269498194362098 0.0140889718572787 0.0146909393631478
"туда" 0.00569307494363856 0.0186128754565971 0.0121628607048378 0.00875682302460667 0 0.0274757624524081 0.0275671950379049 0.0134749097181049 0.0281779437145574 0.0122424494692898
"внезапно" 0.051237674492747 0.00814313301226123 0 0.00875682302460667 0.009706853038245 0 0 0.0242548374925888 0 0
"говорите" 0.0113861498872771 0.0151229613084851 0.0152035758810472 0.0204325870574156 0.009706853038245 0.0471013070612709 0.0447966919365955 0 0.00352224296431968 0.00367273484078694
"голосом" 0 0.00116330471603732 0.00608143035241889 0.0379462331066289 0.067947971267715 0 0.0275671950379049 0.0350347652670727 0.0422669155718361 0.0110182045223608
"ехать" 0 0 0.0395292972907228 0.0321083510902245 0.048534265191225 0.0392510892177258 0.0413507925568573 0 0.0246557007502378 0.00856971462850287
"идти" 0.00569307494363856 0.0232660943207464 0.00912214552862833 0.0204325870574156 0.009706853038245 0.0157004356870903 0.0206753962784287 0.0107799277744839 0.00704448592863936 0.0159151843100768
"комнатѣ" 0.0637624393687519 0.0104697424443359 0 0 0 0 0 0 0 0
"которому" 0.0239109147632819 0.00697982829622391 0.0152035758810472 0.0233515280656178 0 0 0 0.0296448013798308 0.00704448592863936 0.0146909393631478
"мыльникова" 0 0 0 0 0 0 0 0 0 0.0795759215503838
"такимъ" 0.0603465944025687 0.0139596565924478 0 0 0 0 0 0 0 0
"хотите" 0.0193564548083711 0.0139596565924478 0.0121628607048378 0.0204325870574156 0 0.0353259802959532 0.0516884906960717 0.00269498194362098 0 0
"чувствовала" 0.0193564548083711 0.0139596565924478 0.027366436585885 0.0175136460492133 0.048534265191225 0.0117753267653177 0 0.0107799277744839 0.00352224296431968 0.00979395957543185
"этихъ" 0.0455445995491085 0.029082617900933 0 0 0 0 0 0 0 0
"ястребов" 0 0 0 0 0 0 0 0 0 0.0795759215503838
"вон" 0 0 0.00912214552862833 0.0116757640328089 0 0.00392510892177258 0.0344589937973811 0.00538996388724196 0.00352224296431968 0.0526425327179462
"глазах" 0 0 0.0182442910572567 0.0496219971394378 0.01941370607649 0.0117753267653177 0.0103376981392143 0.0323397833234517 0.0140889718572787 0.0208121640977927
"двадцать" 0.0170792248309157 0.0139596565924478 0.0121628607048378 0.00291894100820222 0.048534265191225 0.00392510892177258 0.0103376981392143 0.00269498194362098 0.0140889718572787 0.0220364090447217
"играть" 0.0136633798647325 0.0221027896047091 0 0.0145947050410111 0.01941370607649 0.0588766338265887 0.00344589937973811 0.0188648736053468 0.00704448592863936 0.00122424494692898
"михайловна" 0 0 0 0 0 0 0.106822880771881 0.0889344041394923 0 0
"ваша" 0.0193564548083711 0.0232660943207464 0.00304071517620944 0.02627046907382 0.01941370607649 0 0.0241212956581668 0 0.00352224296431968 0.00734546968157389
"конца" 0.0318812196843759 0.00814313301226123 0.00304071517620944 0.00875682302460667 0 0.00785021784354516 0.00689179875947622 0.0107799277744839 0.0140889718572787 0.0146909393631478
"кубанская" 0.0717327442898458 0 0 0 0 0 0 0 0 0
"моего" 0.0102475348985494 0.0325725320490449 0.00608143035241889 0.0116757640328089 0.009706853038245 0.0314008713741806 0.0137835975189524 0 0.00704448592863936 0.00612122473464491
"неожиданно" 0.0239109147632819 0.00348991414811196 0.00608143035241889 0.00583788201640445 0 0 0.00344589937973811 0.0269498194362098 0.0140889718572787 0.0244848989385796
"одним" 0 0 0.00608143035241889 0.0233515280656178 0.029120559114735 0.00392510892177258 0.0103376981392143 0.0161698916617259 0.00704448592863936 0.0465213079833013
"пошла" 0.0102475348985494 0.0209394848886717 0.00608143035241889 0.0291894100820222 0.009706853038245 0.00785021784354516 0.031013094417643 0.0107799277744839 0.00704448592863936 0.00734546968157389
"скажи" 0.0125247648760048 0.0221027896047091 0.00608143035241889 0.0233515280656178 0 0.00392510892177258 0.0172294968986906 0.00538996388724196 0.00704448592863936 0.0159151843100768
"сквозь" 0.0148019948534603 0.00348991414811196 0.00608143035241889 0.0321083510902245 0.009706853038245 0.00392510892177258 0.00689179875947622 0.0350347652670727 0.0352224296431968 0.00856971462850287
"слезами" 0.00569307494363856 0.0279193131848957 0.00304071517620944 0.02627046907382 0 0 0.0103376981392143 0.00538996388724196 0.00704448592863936 0.0208121640977927
"тотчас" 0 0 0 0.02627046907382 0.029120559114735 0.109903049809632 0.0103376981392143 0.0350347652670727 0.0246557007502378 0
"ума" 0.0216336847858265 0.00930643772829855 0.0121628607048378 0.0145947050410111 0.009706853038245 0.00785021784354516 0.00344589937973811 0.00538996388724196 0.0176112148215984 0.0195879191508637
"агаша" 0 0.0721248923943138 0 0 0 0 0 0 0 0
"будут" 0 0 0.0760178794052361 0.0145947050410111 0 0.0157004356870903 0.0137835975189524 0.00269498194362098 0.00704448592863936 0.0257091438855086
"звуки" 0.00113861498872771 0.00116330471603732 0.0121628607048378 0.0175136460492133 0 0.0235506535306355 0.00344589937973811 0.11049425968846 0.00704448592863936 0
"лицу" 0.0193564548083711 0.00348991414811196 0.0152035758810472 0.0175136460492133 0.009706853038245 0.00785021784354516 0 0.0323397833234517 0.0387446726075165 0.00612122473464491
"любит" 0 0 0.0699364490528172 0.05254093814764 0.01941370607649 0.0117753267653177 0.0172294968986906 0.00269498194362098 0.0211334577859181 0.00489697978771593
"мою" 0.0136633798647325 0.0197761801726344 0.00608143035241889 0.0175136460492133 0.029120559114735 0.0431761981394984 0.0241212956581668 0.00538996388724196 0.00352224296431968 0.00122424494692898
"никакого" 0.015940609842188 0.0104697424443359 0.00608143035241889 0.0204325870574156 0.029120559114735 0.0196255446088629 0.0172294968986906 0.00269498194362098 0.0140889718572787 0.0146909393631478
"скажите" 0.0170792248309157 0.0232660943207464 0.0152035758810472 0.0291894100820222 0 0.00785021784354516 0 0.00808494583086293 0.00704448592863936 0.00612122473464491
"таких" 0 0 0.0304071517620944 0.00583788201640445 0 0.0157004356870903 0.0172294968986906 0.0188648736053468 0.0140889718572787 0.0367273484078694
"холодно" 0.0193564548083711 0.0174495707405598 0.0212850062334661 0.00875682302460667 0 0.0117753267653177 0 0.0269498194362098 0.0211334577859181 0.00122424494692898
"аичка" 0 0 0 0 0 0 0.210199862164025 0 0 0
"назад" 0 0 0.00304071517620944 0.00875682302460667 0.009706853038245 0.0117753267653177 0.031013094417643 0.0161698916617259 0.0951005600366313 0.0134666944162188
"наша" 0.00227722997745542 0.0209394848886717 0 0.00291894100820222 0 0.0117753267653177 0.0241212956581668 0.00808494583086293 0.0140889718572787 0.0281576337793666
"нынче" 0.00341584496618313 0.0302459226169703 0 0.0204325870574156 0 0.0274757624524081 0.0241212956581668 0 0.0176112148215984 0.00734546968157389
"одни" 0.0136633798647325 0.0104697424443359 0.0152035758810472 0.0175136460492133 0 0.0196255446088629 0.00689179875947622 0.00808494583086293 0.0246557007502378 0.0146909393631478
"поди" 0.00797030492109398 0.0267560084688583 0 0.0145947050410111 0 0.00785021784354516 0.00689179875947622 0.00269498194362098 0.0140889718572787 0.0208121640977927
"пор" 0 0 0.0182442910572567 0.0612977611722467 0 0.0274757624524081 0.0172294968986906 0.0377297472106937 0.0176112148215984 0.00367273484078694
"приехал" 0 0 0.0212850062334661 0.02627046907382 0.009706853038245 0.0274757624524081 0.0241212956581668 0.00538996388724196 0.00352224296431968 0.0330546135670825
"пришла" 0.0102475348985494 0.0279193131848957 0.00304071517620944 0.0145947050410111 0 0.00785021784354516 0.0206753962784287 0.00808494583086293 0.00352224296431968 0.0122424494692898
"прошло" 0.015940609842188 0.0197761801726344 0.00608143035241889 0.0175136460492133 0.029120559114735 0.0117753267653177 0.00689179875947622 0.0188648736053468 0.0140889718572787 0.00367273484078694
"самому" 0.0182178398196434 0.00116330471603732 0.00608143035241889 0.0233515280656178 0.009706853038245 0.00785021784354516 0.00689179875947622 0.00538996388724196 0.00704448592863936 0.0306061236732245
"сделал" 0 0 0.00912214552862833 0.0116757640328089 0.009706853038245 0.0628017427483613 0.0206753962784287 0.00269498194362098 0.0211334577859181 0.0293818787262956
"сестра" 0.0125247648760048 0.00930643772829855 0.0152035758810472 0.0233515280656178 0.01941370607649 0.0274757624524081 0.0172294968986906 0.00269498194362098 0.010566728892959 0.0134666944162188
"угодно" 0.0170792248309157 0.0221027896047091 0.00304071517620944 0.02627046907382 0.01941370607649 0.00392510892177258 0.0275671950379049 0 0.00352224296431968 0.00612122473464491
"ушла" 0.00569307494363856 0.0302459226169703 0.00912214552862833 0.0175136460492133 0.009706853038245 0.00785021784354516 0.0137835975189524 0.00269498194362098 0 0.0159151843100768
"бросилась" 0.0136633798647325 0.0244293990367837 0 0.0467030561312356 0 0 0.0103376981392143 0 0 0.00979395957543185
"встала" 0.00683168993236627 0.0360624461971569 0.00912214552862833 0.0350272920984267 0 0.00392510892177258 0.0137835975189524 0.00808494583086293 0 0
"вчера" 0.00910891990982169 0.0279193131848957 0.0182442910572567 0.0145947050410111 0 0.00392510892177258 0.0103376981392143 0.0161698916617259 0.0176112148215984 0.00244848989385796
"доктора" 0.00797030492109398 0.0104697424443359 0.0699364490528172 0.00875682302460667 0 0.0549515249048161 0.00344589937973811 0.00808494583086293 0 0
"ермошка" 0 0 0 0 0 0 0 0 0 0.0734546968157389
"имя" 0.0170792248309157 0.0232660943207464 0.00912214552862833 0.00583788201640445 0 0.0274757624524081 0.00689179875947622 0.00808494583086293 0.0211334577859181 0.00244848989385796
"любить" 0.0216336847858265 0.0186128754565971 0.0243257214096756 0.0204325870574156 0.009706853038245 0.0196255446088629 0.0103376981392143 0 0 0.00122424494692898
"молодые" 0.00341584496618313 0.00697982829622391 0.0334478669383039 0.0145947050410111 0.029120559114735 0.0117753267653177 0 0.0458146930415566 0 0.0146909393631478
"пожалуй" 0.0125247648760048 0.0116330471603732 0.00912214552862833 0.0145947050410111 0.009706853038245 0 0.0103376981392143 0.0107799277744839 0.00704448592863936 0.0257091438855086
"работа" 0.00455445995491085 0 0 0 0.009706853038245 0.00392510892177258 0 0.0215598555489678 0 0.0563152675587332
"смерти" 0.0136633798647325 0.0116330471603732 0.00912214552862833 0.00291894100820222 0.01941370607649 0.0157004356870903 0.00689179875947622 0.0134749097181049 0.0176112148215984 0.0195879191508637
"твоя" 0.0170792248309157 0.0232660943207464 0 0.00875682302460667 0.009706853038245 0 0.00344589937973811 0.00808494583086293 0.010566728892959 0.0171394292570057
"ха" 0.0216336847858265 0 0 0 0 0 0 0 0.010566728892959 0.0465213079833013
"часовъ" 0.0193564548083711 0.0500221027896047 0 0 0 0 0 0 0 0
"четыре" 0.00683168993236627 0.025592703752821 0.0121628607048378 0 0.05824111822947 0.00392510892177258 0.0103376981392143 0 0.010566728892959 0.0183636742039347
"гостиной" 0.00455445995491085 0.0314092273330076 0 0.00583788201640445 0.048534265191225 0.0117753267653177 0.00689179875947622 0.0377297472106937 0.00352224296431968 0.00122424494692898
"дай" 0.00227722997745542 0.00348991414811196 0.027366436585885 0.0233515280656178 0.009706853038245 0.00392510892177258 0.0275671950379049 0.00269498194362098 0.0352224296431968 0.0195879191508637
"ждать" 0.0193564548083711 0.0209394848886717 0.0121628607048378 0 0 0.00392510892177258 0.0275671950379049 0 0.010566728892959 0.00979395957543185
"заговорил" 0 0 0.0152035758810472 0.02627046907382 0.029120559114735 0.00785021784354516 0 0.0269498194362098 0.0211334577859181 0.0293818787262956
"которым" 0 0 0.0243257214096756 0.0291894100820222 0.009706853038245 0.0510264159830435 0.0172294968986906 0.0323397833234517 0.00352224296431968 0.0110182045223608
"маленькая" 0.0250495297520097 0.0197761801726344 0.00912214552862833 0.00583788201640445 0 0 0.00689179875947622 0.0242548374925888 0.00704448592863936 0.00244848989385796
"молодая" 0.00910891990982169 0.00814313301226123 0.00608143035241889 0.0437841151230334 0 0.00392510892177258 0.0137835975189524 0.0404247291543147 0.0176112148215984 0.00244848989385796
"однажды" 0.00683168993236627 0.0372257509131942 0 0.0145947050410111 0.009706853038245 0 0 0.0377297472106937 0 0.00122424494692898
