"bekhterev_bessmertie" "bekhterev_licnost" "bekhterev_vnushenie" "berdyaev_nerav" "berdyaev_smysl" "berdyaev_smysl2" "bulgakov_istoriya" "bulgakov_vvedenie" "fedorov_samoderzhavie" "fedorov_vopros" "florensky_stolp" "florensky_vodorazdely" "gorsky_istoriya1" "gorsky_istoriya2" "gorsky_vasiliy" "gumilevsky_otcy" "gumilevsky_rus" "gumilevsky_vvedenie" "karamzin_igr1" "karamzin_igr2" "kareev_istorica" "kareev_obschiy" "klyuchevky_boyarskaya1" "klyuchevky_boyarskaya2" "klyuchevky_skazania" "lenin_imp" "lenin_mat" "orlinsky_besedy" "orlinsky_orthodox" "pavlov_otvet" "pavlov_reflex" "pavlov_types" "platonov_godunov" "platonov_grozny" "rozhkov_trud" "rzhanicyn_deva" "rzhanicyn_lik1" "rzhanicyn_lik2" "sechenov_reflexy1" "sechenov_reflexy2" "solovjev_nachala" "solovjev_opravdanie" "solovyev_rossii1" "solovyev_rossii2" "ukhtomsky_dominant1" "ukhtomsky_dominant2"
"то" 0.544783010156971 0.455205811138015 0.536388318654394 0.249238438105788 0.294352676990927 0.676469541068822 0.429144940242721 0.404080031384857 0.334373606776638 0.469498037765313 0.808258449974704 0.589002739015328 0.540746060580457 0.52195271722444 0.522370012091898 0.481305394142161 0.436900832940437 0.713669516116383 0.256979833616447 0.329337877685444 0.568378317419743 0.373307504489779 0.275761007127156 0.233115583184069 0.216587732470833 0.273506800709639 0.5951262294055 0.456081768945718 0.377368735407504 0.769150815923501 0.795269168026101 0.618238021638331 0.441717791411043 0.366165009406074 0.374736842105263 0.581346364478895 0.353859277747938 0.363146855336067 0.577777777777778 0.820435237984406 1.32052616313787 0.649270568093611 0.589218295475645 0.603673574557367 0.490267817942339 0.637356152257303
"из" 0.350877192982456 0.338983050847458 0.43705714853321 0.387704237053448 0.367182205318579 0.318652757503471 0.715241567071201 0.431541781090624 0.312082032991529 0.365735889375167 0.408345178154135 0.45319640799884 0.435131595623337 0.510439054344489 0.580411124546554 0.537066384926924 0.414898632720415 0.243118186808878 0.392003136025088 0.38295102056447 0.452597549056462 0.504469600661864 0.76333844001865 0.695395637972816 0.818701628739748 0.624630396215257 0.453131199231556 0.313556216150181 0.276918064831406 0.519696497245609 0.346655791190865 0.291945732440323 0.449897750511247 0.446788497715668 0.311578947368421 0.320161765944898 0.578180784177435 0.413236076761732 0.495238095238095 0.523682066798557 0.412877689249825 0.367073639614935 0.65234882713375 0.642936896479798 0.541489828772135 0.478017114192977
"для" 0.378578024007387 0.426150121065375 0.384080524468578 0.498476876211576 0.426861957698182 0.63552533200413 0.383000323012321 0.68262063554335 0.925100312082033 0.694487250611272 0.47339131272736 0.220494548672836 0.528072324785603 0.587196806877495 0.633615477629988 0.625110054587075 0.559484519880559 0.592110422711944 0.4921817152315 0.294872285834642 0.482670475904067 0.322860544423593 0.222473855991474 0.268675587398588 0.329213353355666 0.428740390301597 0.35811981874752 0.403143706478804 0.431666395178368 0.415757197796487 0.285481239804241 0.326292289198008 0.357873210633947 0.41655468959957 0.353684210526316 0.286460527424383 0.271713373985024 0.381930313370692 0.342857142857143 0.320027929710229 0.602255472335489 0.710933136013116 0.378783189948629 0.23312597391443 0.695155861261525 0.57834169371496
"есть" 0.286241920590951 0.145278450363196 0.225150652274684 1.01937202463373 1.20472178108658 0.815323815288212 0.02768677033824 0.357002746174971 0.735621934908605 0.620518194333148 0.595051675540244 0.540173496402658 0.130961936546829 0.195732268959165 0.0918984280532043 0.275870164935141 0.0597202577400597 0.803858520900322 0.13937889280892 0.0919082449354728 0.190963085482295 0.0867687713138406 0.0333044694598015 0.035560004214519 0.0447614647106388 0.206978119455943 0.608699283760363 0.333917009406687 0.564695661616984 0.228666458788068 0.346655791190865 0.188906062167268 0.155419222903885 0.13773179252889 0.04 0.505518577807734 0.47075921771824 0.372538584353379 0.304761904761905 0.395670894914465 1.67710234930817 0.666681175506177 0.100266138515814 0.024539576201519 0.212205473437729 0.129831808793154
"же" 0.397045244690674 0.271186440677966 0.470167538573604 0.249238438105788 0.309525495392521 0.18513903229252 0.452217248857921 0.486465280502158 0.551716451181453 0.763319566870082 0.660097810113469 0.516521832012146 0.321067973469646 0.314706785385324 0.406287787182588 0.41087045841404 0.524909633820525 0.635244294565132 0.172045820811011 0.212537816413281 0.408991805127434 0.367253869281837 0.309065476586958 0.258139289853545 0.330657271572138 0.229154346540509 0.438514063772474 0.30948405749888 0.320356192648097 0.779544745868413 0.550570962479608 0.661171217585437 0.443762781186094 0.429991937651169 0.418947368421053 0.46339202965709 0.499194338251556 0.485239332561125 0.755555555555556 0.960083789130688 0.818930953883951 0.481693471747662 0.339171875967073 0.285886062747696 0.380506366164203 0.478017114192977
"это" 0.48938134810711 0.416464891041162 0.390702602476657 0.429903337685116 0.327732877474434 0.797521985260085 0.21687970098288 0.32561788936838 0.401248328131966 0.493127041854158 0.523982750728758 0.459300063325424 0.561868953571881 0.537304267731041 0.309552599758162 0.299348476844515 0.282885431400283 0.333307191592816 0.00217779520013938 0 0.399969927073152 0.308735395605061 0.307733297808566 0.308186703192498 0.242578260367333 0.325251330573625 0.555451147445134 0.150669870098139 0.290492479774122 0.696393306309115 0.713703099510604 0.489438433797012 0.190184049079755 0.292260145122279 0.44 0.092678405931418 0.0505513253925626 0.0813949848167047 0.431746031746032 0.442220411963226 0.460648661559722 0.435990627289676 0.344123290214768 0.322695427049975 0.439045807112542 0.566538802006492
"он" 0.203139427516159 0.0677966101694915 0.390702602476657 0.451002888000949 0.338859610968936 0.375618613593477 0.24918093304416 0.25500196155355 0.211769950958538 0.21060634079188 0.375822110867523 0.266271963622214 0.950530184614085 1.03239177156893 0.909310761789601 0.812936549862065 0.675781863900676 0.545055289781194 0.333202665621325 0.547619959407192 0.16840839034659 0.12712633936679 0.267767934456804 0.305552628806238 0.252685687882638 0.155233589591957 0.456263442544217 0.325772692104084 0.257913883911603 0.291030038457541 0.295676998368679 0.214665979735532 0.609406952965235 0.574442354205859 0.170526315789474 0.337012385205156 0.347540362073868 0.472717027204708 0.349206349206349 0.453857791225416 0.182553358469964 0.318469027254855 0.408491675434796 0.650298769340254 0.263427484267525 0.300973738565949
"только" 0.313942751615882 0.222760290556901 0.225150652274684 0.179346177684588 0.245799658105825 0.3506960515541 0.401458169904481 0.470772852098862 0.445831475702185 0.738663214777374 0.354140066009781 0.29602728333931 0.397110388238773 0.372275099785078 0.232164449818622 0.299348476844515 0.298601288700299 0.396047368833817 0.20906833921338 0.153180408225788 0.404480866100293 0.403575680529491 0.250449610337707 0.295016331261195 0.219475568903777 0.269810762862212 0.431205496042933 0.134381235492935 0.179182277243851 0.550878287080345 0.407830342577488 0.472265155418169 0.265848670756646 0.251948400967482 0.338947368421053 0.38756424298593 0.186408012385075 0.259837836145634 0.273015873015873 0.285115791923659 1.04072475389419 0.716736671817305 0.220337934022405 0.202451503662532 0.234157763793356 0.230156388315137
"их" 0.212373037857802 0.25181598062954 0.165551950201973 0.155609183579275 0.0809216981418355 0.0747676861181329 0.396843708181441 0.466849744998038 0.261925991975033 0.258891696973433 0.193933845672023 0.289160671096903 0.35908918085421 0.614062020264047 0.299879081015719 0.316957210776545 0.383466918120383 0.172535487412752 0.779650681649898 0.526557653276146 0.321780317269378 0.292592368383881 0.420968493971891 0.372721525655885 0.385526163798082 0.277202838557067 0.232830086241099 0.305411898847579 0.434381278166911 0.322211828292277 0.295676998368679 0.326292289198008 0.423312883435583 0.500537489922064 0.334736842105263 0.0589771674109024 0.192726928059145 0.20974861471997 0.273015873015873 0.267659723030374 0.450412024636173 0.297431209964671 0.425821625301727 0.403676028514988 0.146348602370847 0.194747713189731
"все" 0.461680517082179 0.319612590799031 0.331103900403947 0.332317917474384 0.35403242937053 0.402321358635668 0.27225324165936 0.306002353864261 0.295363352652697 0.310259097166574 0.446891035679009 0.286871800349434 0.34219086646107 0.276327909118821 0.256348246674728 0.179022128308975 0.135156372780135 0.341149713747941 0.178579206411429 0.145521387814499 0.282685512367491 0.399539923724196 0.205155531872377 0.226530397218417 0.160274922028416 0.121969248965109 0.29547495249431 0.236185201775461 0.627137970353478 0.571666146970169 0.346655791190865 0.309119010819165 0.265848670756646 0.302338081160978 0.275789473684211 0.092678405931418 0.173770181036934 0.169051122311618 0.4 0.34330268823461 0.397522733864501 0.327174330961138 0.220337934022405 0.307971681329063 0.270744914386068 0.265565063440543
"так" 0.424746075715605 0.300242130750605 0.403946758492815 0.154290461684535 0.203315766581362 0.16555701926158 0.1384338516912 0.286386818360141 0.278644672313865 0.298958269124083 0.360162856248043 0.330360344551343 0.295720501879937 0.349247774025177 0.26602176541717 0.328696366731232 0.386610089580387 0.443102501764568 0.213423929613659 0.0861639796270057 0.303736561160815 0.272413584357407 0.255778325451276 0.263407438626067 0.197816795656694 0.236546422235364 0.228653761824219 0.54159710062304 0.488678937937775 0.426151127741399 0.519983686786297 0.549544908122961 0.231083844580777 0.204918032786885 0.235789473684211 0.337012385205156 0.28119174749613 0.319318786588611 0.311111111111111 0.256022343768183 0.513537952331394 0.385209689003025 0.309463390480906 0.257665550115949 0.314649495097322 0.359988197108292
"было" 0.110803324099723 0.116222760290557 0.218528574266605 0.214951668842558 0.214442500075864 0.372058247587852 0.3230123206128 0.137308748528835 0.300936246098975 0.361626497359716 0.17707003300489 0.165561650733583 0.735076676101559 0.429843414184833 0.362756952841596 0.287609320889828 0.487191576300487 0.145086659869814 0.113245350407248 0.0689311837016046 0.357867829486505 0.46007627580362 0.319722906814094 0.445158571278053 0.460609911054638 0.170017740981668 0.11798116477688 0.138453394144236 0.149318564369876 0.0727575096143852 0.244698205546493 0.231839258114374 0.40081799591002 0.433351249664069 0.381052631578947 0.362288314095543 0.101102650785125 0.253576683467426 0.196825396825397 0.238566274874898 0.182553358469964 0.208927288950793 0.514947081760228 0.364412706592557 0.102444021659593 0.16524048391856
"бы" 0.424746075715605 0.222760290556901 0.18541818422621 0.257150769474226 0.201292724127816 0.283049097447218 0.16612062202944 0.482542173401334 0.43468568880963 0.476689473792352 0.339685369437953 0.345619482867802 0.278822187486798 0.245624808105619 0.140266021765417 0.190761284263661 0.188590287600189 0.345070974825504 0.102356374406551 0.0631869183931375 0.434553792947899 0.232056016304457 0.111903017384933 0.130386682119903 0.0981864387201109 0.277202838557067 0.29860719580697 0.175102822005945 0.228050171037628 0.291030038457541 0.275285481239804 0.240425897303795 0.224948875255624 0.188121472722386 0.113684210526316 0.210632740753223 0.170610723199899 0.237923801771906 0.361904761904762 0.302571860816944 0.351457867708529 0.44687225692253 0.113882527696973 0.132513711488203 0.314649495097322 0.472115668338743
"за" 0.3601108033241 0.319612590799031 0.198662340242368 0.20572061557938 0.141612971748212 0.0818884181293837 0.318397858889761 0.22361710474696 0.150468123049487 0.221907168834371 0.218025006625069 0.144961814006363 0.23657640150395 0.322382560638625 0.256348246674728 0.343370311674591 0.374037403740374 0.125480354482001 0.289646761618537 0.60314785738904 0.175926622058492 0.211877232277983 0.275761007127156 0.288431145295543 0.420180200993416 0.428740390301597 0.348723088809539 0.252473836380665 0.152033447358419 0.0103939299449122 0.0611745513866232 0.0944530310836339 0.464212678936605 0.41655468959957 0.202105263157895 0.092678405931418 0.164291807525829 0.288013023197571 0.107936507936508 0.128011171884092 0.0921297323119444 0.220534360559171 0.363928947205546 0.510423184991595 0.146348602370847 0.153437592210091
"во" 0.23084025854109 0.164648910411622 0.198662340242368 0.291437538737456 0.224557712343594 0.236764339374088 0.332241244058881 0.372695174578266 0.189478377173428 0.221907168834371 0.27584379291238 0.170139392228521 0.215453508512526 0.172704943199263 0.18863361547763 0.234783119093737 0.207449316360207 0.227433142498628 0.150267868809617 0.0899934898326504 0.218028719645139 0.205823597070041 0.153200559515087 0.19623854177642 0.272900542913249 0.306771141336487 0.133642381340182 0.728916398582889 0.407232448281479 0.363787548071926 0.234502446982055 0.300532371629744 0.288343558282209 0.258667024993281 0.246315789473684 0.471817339287219 0.723515844681053 0.61359296246439 0.279365079365079 0.256022343768183 0.291744152321157 0.235768642045166 0.186915887850467 0.169323075790481 0.241475193911898 0.212452050752434
"мы" 0.48938134810711 0.581113801452784 0.483411694589762 0.0619799290527621 0.0768756132347437 0.201160679317834 0.19380739236768 0.451157316594743 0.167186803388319 0.249645564938667 0.239707051482811 0.296790240255133 0.135186515145114 0.0767577525330058 0.0580411124546554 0.137935082467571 0.066006600660066 0.141165398792252 0.165512435210593 0.135947612300387 0.338320427035561 0.294610246786529 0.106574302271365 0.0579496364977347 0.11695737553425 0.255026611472501 0.519952389901648 0.484586879504825 0.420806863224195 0.47812077746596 0.173327895595432 0.394985402713378 0.0552147239263804 0.0537489922063961 0.28 0.202207431123094 0.123218855644371 0.156528816955201 0.133333333333333 0.0698242755731409 0.534011226178493 0.314116375401713 0.323079779662066 0.350915939681722 0.263427484267525 0.601947477131897
"быть" 0.277008310249307 0.37772397094431 0.218528574266605 0.419353562527199 0.460242158181689 0.268807633424716 0.115361543076 0.321694782267556 0.35109228711547 0.376009369413795 0.304753186056036 0.306708680160831 0.266148451691944 0.245624808105619 0.125755743651753 0.152609027410929 0.100581486720101 0.368598541290879 0.20906833921338 0.170413204151189 0.27667092699797 0.0867687713138406 0.0759341903683474 0.107997049836687 0.0433175464941666 0.066528681253696 0.216124788573576 0.122164759539032 0.0515827767823207 0.187090739008419 0.163132137030995 0.249012536493217 0.0961145194274029 0.0705455522708949 0.105263157894737 0.160080882972449 0.0884648194369846 0.159659393294305 0.387301587301587 0.267659723030374 0.470885298483272 0.359093777884176 0.14359101318314 0.126378817437823 0.146348602370847 0.283269401003246
"если" 0.286241920590951 0.280871670702179 0.152307794185815 0.0962666983159921 0.0991290802237485 0.186919215295332 0.15689169858336 0.25500196155355 0.222915737851092 0.401693069510366 0.344503601628562 0.265509006706391 0.156309408136538 0.172704943199263 0.154776299879081 0.199565651229677 0.216878830740217 0.317622147282566 0.0762228320048783 0.0861639796270057 0.172919329373731 0.0988760417297254 0.126556983947246 0.0921926035191234 0.167494513110777 0.221762270845653 0.308003925744952 0.211752249867655 0.192756692186567 0.259848248622804 0.163132137030995 0.214665979735532 0.153374233128834 0.0671862402579952 0.130526315789474 0.219058050383352 0.0726675302518088 0.118961900885953 0.450793650793651 0.296753171185849 0.361694504632078 0.357642893933129 0.31070124404283 0.260119507736101 0.292697204741695 0.436706993213337
"у" 0.0461680517082179 0.193704600484261 0.231772730282763 0.184621065263547 0.198258160447497 0.137074091216577 0.341470167504961 0.141231855629659 0.0947391885867142 0.144856068544659 0.215615890529765 0.183872616713334 0.232351822905665 0.199570156585815 0.169286577992745 0.18782649527499 0.166588087380167 0.152929182024939 0.119778736007666 0.18764600007659 0.242087061123224 0.264342070746817 0.207819889429161 0.229164471604678 0.284451888645027 0.140449438202247 0.212992545260916 0.07737101437472 0.0868762556333822 0.14551501922877 0.25489396411093 0.532371629744118 0.319018404907975 0.218355280838484 0.197894736842105 0.109529025191676 0.173770181036934 0.181573427668034 0.552380952380952 0.296753171185849 0.0818930953883951 0.187164029685086 0.484000742712137 0.418399774235899 0.139031172252305 0.224254942460903
